Reg,Reg,Reg,Reg,Fuelbed_number,Fuelbed_Name,Litter,Duff,Depth,Shrub,Herb,1Hr,10Hr,100Hr,3-9S,9-20S,20+S,3-9R,9-20R,20+R,Foli,Bran,CTG,Flame EF,Duff EF,Smolder 1K EF
P,I,N,S,5152_512,PP DF WL|80-150yr|SC-Rx|CWD,0.046645,0.32,0.1,1.982111,0.6,0.022,0.341,0.99,1,1,1,0,0,0,13.698823200000001,3.4247058000000004,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5152_513,PP DF WL|80-150yr|SC-Rx|CWD,0.038542,0.32,0.1,1.982111,0.6,0.0242,0.3751,1.089,0.75,0.75,0.75,0.25,0.25,0.25,11.026073600000002,2.7565184000000005,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5152_521,PP DF WL|80-150yr|SC-Rx|CWD,0.03855,0.32,0.1,1.982111,0.6,0.02,0.31,0.9,1,1,1,0,0,0,14.587301600000002,3.6468254000000004,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5152_522,PP DF WL|80-150yr|SC-Rx|CWD,0.086738,0.32,0.1,1.982111,0.75,1,2,3,1,1,1,0,0,0,14.796354400000002,3.6990886000000005,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5152_523,PP DF WL|80-150yr|SC-Rx|CWD,0.038589,0.3872,0.11,1.982111,0.75,1.25,2.5,3.75,4,4,4,0.25,0.25,0.25,6.964232,1.741058,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5152_531,PP DF WL|80-150yr|SC-Rx|CWD,0.03855,0.32,0.1,1.982111,0.6,0.02,0.31,0.9,1,1,1,0,0,0,15.806778399999999,3.9516945999999997,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5152_532,PP DF WL|80-150yr|SC-Rx|CWD,0.1542,0.32,0.1,2.477639,0.84,1,2,3,1,1,1,0,0,0,15.893882399999999,3.9734705999999997,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5152_533,PP DF WL|80-150yr|SC-Rx|CWD,0.03855,0.5408,0.13,2.477639,0.84,1.5,3,4.5,4,4,4,0.25,0.25,0.25,2.902388,0.725597,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5153_111,PP DF WL|80-150yr|SC|Low density|Shrub,0.404775,1.44,0.3,0.986056,0.3,0.5,1.35,2.5,5.13,1.08,1.08,0.27,0.09,0,13.5418152,3.3854538,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5153_112,PP DF WL|80-150yr|SC|Low density|Shrub,0.71924,1.44,0.3,1.234132,0.6,0.625,1.6875,3.125,3.8475,0.81,0.81,1.5525,0.36,0.27,11.60612,2.90153,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5153_113,PP DF WL|80-150yr|SC|Low density|Shrub,0.71924,1.44,0.3,1.982111,0.6,1,2.7,5,1.92375,0.405,0.405,3.47625,0.765,0.675,11.60612,2.90153,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5153_121,PP DF WL|80-150yr|SC|Low density|Shrub,0.044975,0.16,0.1,0.49177800000000005,0.15,0.25,0.675,1.25,4.275,0.9,0.9,0.225,0.075,0,14.586657600000002,3.6466644000000006,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5153_122,PP DF WL|80-150yr|SC|Low density|Shrub,0.1799,0.16,0.1,0.986056,0.6,0.3125,0.84375,1.5625,3.20625,0.675,0.675,1.29375,0.3,0.225,14.795668000000001,3.6989170000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5153_123,PP DF WL|80-150yr|SC|Low density|Shrub,0.7196,0.16,0.1,1.982111,0.6,0.33,0.891,1.65,1.603125,0.3375,0.3375,2.896875,0.6375,0.5625,6.9635456,1.7408864,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5153_131,PP DF WL|80-150yr|SC|Low density|Shrub,0.001799,0.1,0.02,0.098156,0.030000000000000002,0.05,0.135,0.25,2.85,0.6,0.6,0.15,0.05,0,15.8057592,3.9514398,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5153_132,PP DF WL|80-150yr|SC|Low density|Shrub,0.1799,0.1,0.02,0.986056,0.6,0.075,0.2025,0.375,2.1375,0.45,0.45,0.8625,0.2,0.15,15.8928576,3.9732144,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5153_133,PP DF WL|80-150yr|SC|Low density|Shrub,0.7196,0.1,0.02,1.982111,0.6,0.33,0.891,1.65,1.06875,0.225,0.225,1.93125,0.425,0.375,2.9013632000000005,0.7253408000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5153_211,PP DF WL|80-150yr|SC|Low density|Shrub,1.124375,2.56,0.4,1.486583,0.45,1.25,3.375,6.25,5.7,1.2,1.2,0.3,0.1,0,12.161116800000002,3.0402792000000005,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5153_212,PP DF WL|80-150yr|SC|Low density|Shrub,1.124375,2.56,0.4,1.6352419999999999,0.5625,0.9375,2.53125,4.6875,4.275,0.9,0.9,1.725,0.4,0.3,12.161116800000002,3.0402792000000005,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5153_213,PP DF WL|80-150yr|SC|Low density|Shrub,1.124375,2.56,0.4,1.798766,0.7031259999999999,0.46875,1.265625,2.34375,4.275,0.9,0.9,3.8625,0.85,0.75,12.161116800000002,3.0402792000000005,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5153_221,PP DF WL|80-150yr|SC|Low density|Shrub,1.34925,2.56,0.4,0.991056,0.3,1.5,4.050001,7.5,5.7,1.2,1.2,0.3,0.1,0,10.836294400000002,2.7090736000000004,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5153_222,PP DF WL|80-150yr|SC|Low density|Shrub,1.34925,2.56,0.4,1.238819,0.45,1.125,3.0375,5.625,4.275,0.9,0.9,1.725,0.4,0.3,10.836294400000002,2.7090736000000004,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5153_223,PP DF WL|80-150yr|SC|Low density|Shrub,1.34925,3.6864,0.48,1.548524,0.675,0.5625,1.51875,2.8125,4.275,0.9,0.9,3.8625,0.85,0.75,10.836294400000002,2.7090736000000004,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5153_231,PP DF WL|80-150yr|SC|Low density|Shrub,1.574125,2.56,0.4,0.495528,0.15,2,5.4,10,5.7,1.2,1.2,0.3,0.1,0,5.5116192,1.3779048,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5153_232,PP DF WL|80-150yr|SC|Low density|Shrub,1.574125,2.56,0.4,0.7432920000000001,0.225,1.5,4.050001,7.5,4.275,0.9,0.9,1.725,0.4,0.3,5.5116192,1.3779048,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5153_233,PP DF WL|80-150yr|SC|Low density|Shrub,1.574125,4.48,0.56,1.114938,0.3375,0.75,2.025,3.75,4.275,0.9,0.9,3.8625,0.85,0.75,5.5116192,1.3779048,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5153_311,PP DF WL|80-150yr|SC|Low density|Shrub,0.404775,1.44,0.3,1.486583,0.45,0.75,2.025,3.75,5.13,1.08,1.08,0.27,0.09,0,12.161116800000002,3.0402792000000005,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5153_312,PP DF WL|80-150yr|SC|Low density|Shrub,0.71924,1.44,0.3,1.858229,0.675,0.75,2.025,3.75,3.8475,0.81,0.81,1.5525,0.36,0.27,12.161116800000002,3.0402792000000005,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5153_313,PP DF WL|80-150yr|SC|Low density|Shrub,0.71924,1.44,0.3,1.982731,0.600076,0.99975,2.699325,4.99875,1.92375,0.405,0.405,3.47625,0.765,0.675,12.161116800000002,3.0402792000000005,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5153_321,PP DF WL|80-150yr|SC|Low density|Shrub,0.1799,0.64,0.2,0.991056,0.3,0.5,1.35,2.5,4.56,0.96,0.96,0.24,0.08,0,10.836294400000002,2.7090736000000004,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5153_322,PP DF WL|80-150yr|SC|Low density|Shrub,0.7196,0.64,0.2,1.486583,0.45,0.5,1.35,2.5,3.42,0.72,0.72,1.38,0.32,0.24,10.836294400000002,2.7090736000000004,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5153_323,PP DF WL|80-150yr|SC|Low density|Shrub,0.7196,0.64,0.2,1.9816159999999998,0.59985,0.33,0.891,1.65,1.71,0.36,0.36,3.09,0.68,0.6,10.836294400000002,2.7090736000000004,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5153_331,PP DF WL|80-150yr|SC|Low density|Shrub,0.044975,0.16,0.1,0.495528,0.15,0.25,0.675,1.25,3.135,0.66,0.66,0.165,0.055,0,5.5116192,1.3779048,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5153_332,PP DF WL|80-150yr|SC|Low density|Shrub,0.7196,0.16,0.1,0.7432920000000001,0.225,0.25,0.675,1.25,2.35125,0.495,0.495,0.94875,0.22,0.165,5.5116192,1.3779048,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5153_333,PP DF WL|80-150yr|SC|Low density|Shrub,0.7196,0.16,0.1,1.982359,0.600076,0.33,0.891,1.65,1.175625,0.2475,0.2475,2.124375,0.4675,0.4125,5.5116192,1.3779048,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5153_411,PP DF WL|80-150yr|SC|Low density|Shrub,1.124375,2.56,0.4,1.7839,0.6,1.5,4.050001,7.5,11.400001,2.4,1.2,0.3,0.1,0,11.1205016,2.7801254,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5153_412,PP DF WL|80-150yr|SC|Low density|Shrub,1.124375,4.0,0.5,1.96229,0.66,1.125,3.0375,5.625,8.55,1.8,0.9,3.15,0.7,0.3,11.1205016,2.7801254,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5153_413,PP DF WL|80-150yr|SC|Low density|Shrub,0.7196,4.0,0.5,1.981913,0.66,0.28125,0.759375,1.40625,4.275,0.9,0.45,7.425,1.6,0.75,11.1205016,2.7801254,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5153_421,PP DF WL|80-150yr|SC|Low density|Shrub,1.34925,2.56,0.4,1.387478,0.6,2,5.4,10,14.250001,6.5,1.2,0.3,0.1,0,7.195994400000001,1.7989986000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5153_422,PP DF WL|80-150yr|SC|Low density|Shrub,1.34925,4.8,0.6,1.803721,0.72,1.5,4.050001,7.5,10.687501,4.875,0.9,3.8625,1.725,0.3,7.195994400000001,1.7989986000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5153_423,PP DF WL|80-150yr|SC|Low density|Shrub,0.758953,4.8,0.6,2.344837,0.72,0.375,1.0125,1.875,5.34375,2.4375,0.45,9.20625,4.1625,0.75,7.195994400000001,1.7989986000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5153_431,PP DF WL|80-150yr|SC|Low density|Shrub,1.799,2.56,0.4,0.991056,0.6,3,8.100001,15.000001,22.800001,6.5,1.2,0.3,0.1,0,3.2714920000000003,0.8178730000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5153_432,PP DF WL|80-150yr|SC|Low density|Shrub,1.799,6.4,0.8,1.486583,0.9,2.25,6.075,11.250001,17.1,4.875,0.9,6,1.725,0.3,3.2714920000000003,0.8178730000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5153_433,PP DF WL|80-150yr|SC|Low density|Shrub,1.011937,6.4,0.8,2.229875,0.9,0.5625,1.51875,2.8125,8.55,2.4375,0.45,14.550001,4.1625,0.75,3.2714920000000003,0.8178730000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5153_511,PP DF WL|80-150yr|SC|Low density|Shrub,0.7196,2.56,0.4,1.982111,0.6,1,2.7,5,5.7,1.2,1.2,0.3,0.1,0,13.542029600000001,3.3855074000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5153_512,PP DF WL|80-150yr|SC|Low density|Shrub,0.870716,2.56,0.4,1.982111,0.6,1.1,2.97,5.5,5.7,1.2,1.2,0.3,0.1,0,13.698823200000001,3.4247058000000004,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5153_513,PP DF WL|80-150yr|SC|Low density|Shrub,0.719456,2.56,0.4,1.982111,0.6,1.21,3.267,6.05,4.275,0.9,0.9,1.725,0.4,0.3,11.026073600000002,2.7565184000000005,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5153_521,PP DF WL|80-150yr|SC|Low density|Shrub,0.7196,2.56,0.4,1.982111,0.6,1,2.7,5,5.7,1.2,1.2,0.3,0.1,0,14.587301600000002,3.6468254000000004,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5153_522,PP DF WL|80-150yr|SC|Low density|Shrub,1.34925,2.56,0.4,1.982111,0.75,1.25,3.375,6.25,5.7,1.2,1.2,0.3,0.1,0,14.796354400000002,3.6990886000000005,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5153_523,PP DF WL|80-150yr|SC|Low density|Shrub,0.600266,3.0976,0.44,1.982111,0.75,1.5625,4.21875,7.8125,7.125,4,4,1.725,0.4,0.3,6.964232,1.741058,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5153_531,PP DF WL|80-150yr|SC|Low density|Shrub,0.7196,2.56,0.4,1.982111,0.6,1,2.7,5,5.7,1.2,1.2,0.3,0.1,0,15.806778399999999,3.9516945999999997,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5153_532,PP DF WL|80-150yr|SC|Low density|Shrub,1.799,2.56,0.4,2.477639,0.84,1.75,4.725,8.75,5.7,1.2,1.2,0.3,0.1,0,15.893882399999999,3.9734705999999997,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5153_533,PP DF WL|80-150yr|SC|Low density|Shrub,0.44975,4.16,0.52,2.477639,0.84,2.625,7.087501,13.125001,11.400001,4,4,1.725,0.4,0.3,2.902388,0.725597,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5154_111,PP DF WL|150+yr|Medium density|CWD,1.009969,5.4,1.125,0.013263,0.3,0.15,1,1.25,1.35,9.450001,1.35,0.9,9.900001,1.08,18.460397600000004,4.615099400000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5154_112,PP DF WL|150+yr|Medium density|CWD,1.794602,5.4,1.125,0.017868,0.6,0.1875,1.25,1.5625,1.0125,7.087501,1.0125,1.2375,12.262501,1.4175,16.233677600000004,4.058419400000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5154_113,PP DF WL|150+yr|Medium density|CWD,1.794602,5.4,1.125,0.034776,0.6,0.3,2,2.5,0.50625,3.54375,0.50625,1.74375,15.806251,1.92375,16.233677600000004,4.058419400000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5154_121,PP DF WL|150+yr|Medium density|CWD,0.112219,0.6,0.375,0.0056,0.15,0.075,0.5,0.625,1.125,7.875,1.125,0.75,8.25,0.9,19.1104608,4.7776152,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5154_122,PP DF WL|150+yr|Medium density|CWD,0.448875,0.6,0.375,0.013263,0.6,0.09375,0.625,0.78125,0.84375,5.90625,0.84375,1.03125,10.218751,1.18125,19.2439536,4.8109884,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5154_123,PP DF WL|150+yr|Medium density|CWD,1.7955,0.6,0.375,0.034776,0.6,0.099,0.66,0.825,0.421875,2.953125,0.421875,1.453125,13.171876,1.603125,9.729784000000002,2.4324460000000006,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5154_131,PP DF WL|150+yr|Medium density|CWD,0.004489,0.1,0.075,0.000955,0.030000000000000002,0.015,0.1,0.125,0.75,5.25,0.75,0.5,5.5,0.6,19.8790008,4.9697502,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5154_132,PP DF WL|150+yr|Medium density|CWD,0.448875,0.1,0.075,0.013263,0.6,0.0225,0.15,0.1875,0.5625,3.9375,0.5625,0.6875,6.8125,0.7875,19.9356392,4.9839098,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5154_133,PP DF WL|150+yr|Medium density|CWD,1.7955,0.1,0.075,0.034776,0.6,0.099,0.66,0.825,0.28125,1.96875,0.28125,0.96875,8.78125,1.06875,4.0449576,1.0112394,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5154_211,PP DF WL|150+yr|Medium density|CWD,2.3625,9.599999,1.5,0.026082,0.45,0.5,2.5,3.125,1.5,10.500001,1.5,1,11.000001,1.2,16.8615296,4.2153824,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5154_212,PP DF WL|150+yr|Medium density|CWD,2.3625,9.599999,1.5,0.02869,0.5625,0.375,1.875,2.34375,1.125,7.875,1.125,1.375,13.625001,1.575,16.8615296,4.2153824,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5154_213,PP DF WL|150+yr|Medium density|CWD,2.3625,9.599999,1.5,0.031559,0.7031259999999999,0.1875,0.9375,1.171875,1.125,7.875,1.125,1.9375,17.5625,2.1375,16.8615296,4.2153824,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5154_221,PP DF WL|150+yr|Medium density|CWD,2.835,9.599999,1.5,0.017388,0.3,1,3,3.75,1.5,10.500001,1.5,1,11.000001,1.2,14.982654400000001,3.7456636000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5154_222,PP DF WL|150+yr|Medium density|CWD,2.835,9.599999,1.5,0.021735,0.45,0.75,2.25,2.8125,1.125,7.875,1.125,1.375,13.625001,1.575,14.982654400000001,3.7456636000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5154_223,PP DF WL|150+yr|Medium density|CWD,2.835,13.823999,1.8,0.027169,0.675,0.375,1.125,1.40625,1.125,7.875,1.125,1.9375,17.5625,2.1375,14.982654400000001,3.7456636000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5154_231,PP DF WL|150+yr|Medium density|CWD,3.3075,9.599999,1.5,0.008694,0.15,1.5,4,5,1.5,10.500001,1.5,1,11.000001,1.2,7.5788568000000005,1.8947142000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5154_232,PP DF WL|150+yr|Medium density|CWD,3.3075,9.599999,1.5,0.013041,0.225,1.125,3,3.75,1.125,7.875,1.125,1.375,13.625001,1.575,7.5788568000000005,1.8947142000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5154_233,PP DF WL|150+yr|Medium density|CWD,3.3075,16.800001,2.1,0.019562,0.3375,0.5625,1.5,1.875,1.125,7.875,1.125,1.9375,17.5625,2.1375,7.5788568000000005,1.8947142000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5154_311,PP DF WL|150+yr|Medium density|CWD,1.009969,5.4,1.125,0.026082,0.45,0.225,1.5,1.875,1.35,9.450001,1.35,0.9,9.900001,1.08,16.8615296,4.2153824,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5154_312,PP DF WL|150+yr|Medium density|CWD,1.794602,5.4,1.125,0.032603,0.675,0.225,1.5,1.875,1.0125,7.087501,1.0125,1.2375,12.262501,1.4175,16.8615296,4.2153824,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5154_313,PP DF WL|150+yr|Medium density|CWD,1.794602,5.4,1.125,0.034787,0.600076,0.299925,1.9995,2.499375,0.50625,3.54375,0.50625,1.74375,15.806251,1.92375,16.8615296,4.2153824,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5154_321,PP DF WL|150+yr|Medium density|CWD,0.448875,2.4,0.75,0.017388,0.3,0.15,1,1.25,1.2,8.400001,1.2,0.8,8.8,0.96,14.982654400000001,3.7456636000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5154_322,PP DF WL|150+yr|Medium density|CWD,1.7955,2.4,0.75,0.026082,0.45,0.15,1,1.25,0.9,6.3,0.9,1.1,10.900001,1.26,14.982654400000001,3.7456636000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5154_323,PP DF WL|150+yr|Medium density|CWD,1.7955,2.4,0.75,0.034768,0.59985,0.099,0.66,0.825,0.45,3.15,0.45,1.55,14.05,1.71,14.982654400000001,3.7456636000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5154_331,PP DF WL|150+yr|Medium density|CWD,0.112219,0.6,0.375,0.008694,0.15,0.075,0.5,0.625,0.825,5.775,0.825,0.55,6.05,0.66,7.5788568000000005,1.8947142000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5154_332,PP DF WL|150+yr|Medium density|CWD,1.7955,0.6,0.375,0.013041,0.225,0.075,0.5,0.625,0.61875,4.33125,0.61875,0.75625,7.493751,0.86625,7.5788568000000005,1.8947142000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5154_333,PP DF WL|150+yr|Medium density|CWD,1.7955,0.6,0.375,0.034781,0.600076,0.099,0.66,0.825,0.309375,2.165625,0.309375,1.065625,9.659375,1.175625,7.5788568000000005,1.8947142000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5154_411,PP DF WL|150+yr|Medium density|CWD,2.3625,9.599999,1.5,0.031299,0.6,0.45,3,3.75,3,21.000002,1.5,1,11.000001,1.2,15.501836800000001,3.8754592000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5154_412,PP DF WL|150+yr|Medium density|CWD,2.3625,15.000001,1.875,0.034428,0.66,0.3375,2.25,2.8125,2.25,15.750001,1.125,1.75,16.25,1.575,15.501836800000001,3.8754592000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5154_413,PP DF WL|150+yr|Medium density|CWD,1.512,15.000001,1.875,0.034773,0.66,0.084375,0.5625,0.703125,1.125,7.875,0.5625,2.875,24.125002,2.1375,15.501836800000001,3.8754592000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5154_421,PP DF WL|150+yr|Medium density|CWD,2.835,9.599999,1.5,0.024343,0.6,0.6,4,5,3.75,26.250002,1.5,1,11.000001,1.2,10.0612496,2.5153124,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5154_422,PP DF WL|150+yr|Medium density|CWD,2.835,18.0,2.25,0.031646,0.72,0.45,3,3.75,2.8125,19.6875,1.125,1.9375,17.5625,1.575,10.0612496,2.5153124,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5154_423,PP DF WL|150+yr|Medium density|CWD,1.594687,18.0,2.25,0.04114,0.72,0.1125,0.75,0.9375,1.40625,9.84375,0.5625,3.34375,27.406252,2.1375,10.0612496,2.5153124,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5154_431,PP DF WL|150+yr|Medium density|CWD,3.78,9.599999,1.5,0.017388,0.6,0.9,6,7.5,6,42.000004,1.5,1,11.000001,1.2,4.620668,1.155167,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5154_432,PP DF WL|150+yr|Medium density|CWD,3.78,24.000002,3,0.026082,0.9,0.675,4.5,5.625,4.5,31.500002,1.125,2.5,21.500002,1.575,4.620668,1.155167,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5154_433,PP DF WL|150+yr|Medium density|CWD,2.12625,24.000002,3,0.039123,0.9,0.16875,1.125,1.40625,2.25,15.750001,0.5625,4.75,37.25,2.1375,4.620668,1.155167,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5154_511,PP DF WL|150+yr|Medium density|CWD,1.7955,9.599999,1.5,0.034776,0.6,0.3,2,2.5,1.5,10.500001,1.5,1,11.000001,1.2,18.477767200000002,4.619441800000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5154_512,PP DF WL|150+yr|Medium density|CWD,2.079,9.599999,1.5,0.034776,0.6,0.33,2.2,2.75,1.5,10.500001,1.5,1,11.000001,1.2,18.580484800000004,4.645121200000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5154_513,PP DF WL|150+yr|Medium density|CWD,1.717838,9.599999,1.5,0.034776,0.6,0.363,2.42,3.025,1.125,7.875,1.125,1.375,13.625001,1.575,15.442833600000004,3.860708400000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5154_521,PP DF WL|150+yr|Medium density|CWD,1.7955,9.599999,1.5,0.034776,0.6,0.3,2,2.5,1.5,10.500001,1.5,1,11.000001,1.2,19.1625704,4.7906426,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5154_522,PP DF WL|150+yr|Medium density|CWD,2.835,9.599999,1.5,0.034776,0.75,1,2.5,3.125,1.5,10.500001,1.5,1,11.000001,1.2,19.2995368,4.8248842,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5154_523,PP DF WL|150+yr|Medium density|CWD,1.26126,11.616,1.65,0.034776,0.75,1.25,3.125,3.90625,4,13.125001,4,1.375,13.625001,1.575,9.785367200000001,2.4463418000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5154_531,PP DF WL|150+yr|Medium density|CWD,1.7955,9.599999,1.5,0.034776,0.6,0.3,2,2.5,1.5,10.500001,1.5,1,11.000001,1.2,19.9615072,4.9903768,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5154_532,PP DF WL|150+yr|Medium density|CWD,3.78,9.599999,1.5,0.04347,0.84,1,3.5,4.375,1.5,10.500001,1.5,1,11.000001,1.2,20.01858,5.004645,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5154_533,PP DF WL|150+yr|Medium density|CWD,0.945,15.6,1.95,0.04347,0.84,1.5,5.25,6.5625,4,21.000002,4,1.375,13.625001,1.575,4.1278984,1.0319746,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5155_111,PP DF WL|150+yr|SC-Rx,0.318937,0.36,0.15,0.013263,0.3,0.05,0.25,0.5,1.35,2.7,0,0,0,0.45,7.7996096,1.9499024,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5155_112,PP DF WL|150+yr|SC-Rx,0.566716,0.36,0.15,0.017868,0.6,0.0625,0.3125,0.625,1.0125,2.025,0,0.3375,0.675,0.45,7.0171792,1.7542948,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5155_113,PP DF WL|150+yr|SC-Rx,0.566716,0.36,0.15,0.034776,0.6,0.1,0.5,1,0.50625,1.0125,0,0.84375,1.6875,0.45,7.0171792,1.7542948,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5155_121,PP DF WL|150+yr|SC-Rx,0.035437,0.1,0.05,0.0056,0.15,0.025,0.125,0.25,1.125,2.25,0,0,0,0.375,7.8076664,1.9519166,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5155_122,PP DF WL|150+yr|SC-Rx,0.14175,0.1,0.05,0.013263,0.6,0.03125,0.15625,0.3125,0.84375,1.6875,0,0.28125,0.5625,0.375,7.8093288,1.9523322,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5155_123,PP DF WL|150+yr|SC-Rx,0.567,0.1,0.05,0.034776,0.6,0.033,0.165,0.33,0.421875,0.84375,0,0.703125,1.40625,0.375,4.2101504,1.0525376,User Supplied,User Supplied,User Supplied,User Supplied
