Reg,Reg,Reg,Reg,Fuelbed_number,Fuelbed_Name,Litter,Duff,Depth,Shrub,Herb,1Hr,10Hr,100Hr,3-9S,9-20S,20+S,3-9R,9-20R,20+R,Foli,Bran,CTG,Flame EF,Duff EF,Smolder 1K EF
P,I,N,S,5374_511,MixedCon (Sierra)|50-80yr,3,2.4,0.3,0.8895,0.01,0.1,1,2.5,1.5,1.5,0.5,0.6,1.5,0,24.9870704,6.2467676,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5374_512,MixedCon (Sierra)|50-80yr,3.3,2.4,0.3,0.8895,0.01,0.11,1.1,2.75,1.5,1.5,0.5,0.6,1.5,0,24.8781896,6.2195474,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5374_513,MixedCon (Sierra)|50-80yr,2.726727,2.4,0.3,0.8895,0.01,0.121,1.21,3.025,1.125,1.125,0.375,0.975,1.875,0.125,21.732144,5.433036,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5374_521,MixedCon (Sierra)|50-80yr,3,2.4,0.3,0.8895,0.01,0.1,1,2.5,1.5,1.5,0.5,0.6,1.5,0,24.2612008,6.0653002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5374_522,MixedCon (Sierra)|50-80yr,4.5,2.4,0.3,0.8895,0.0125,1,2,3.125,1.5,1.5,0.5,0.6,1.5,0,24.116028800000002,6.029007200000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5374_523,MixedCon (Sierra)|50-80yr,2.002,2.64,0.33,0.8895,0.0125,1.25,2.5,3.90625,4,4,4,0.975,1.875,0.125,14.135472000000002,3.5338680000000005,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5374_531,MixedCon (Sierra)|50-80yr,3,2.4,0.3,0.8895,0.01,0.1,1,2.5,1.5,1.5,0.5,0.6,1.5,0,23.414361600000003,5.853590400000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5374_532,MixedCon (Sierra)|50-80yr,6,2.4,0.3,1.111875,0.014,1,2,4.375,1.5,1.5,0.5,0.6,1.5,0,23.3538712,5.8384678,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5374_533,MixedCon (Sierra)|50-80yr,1.5,3.12,0.39,1.111875,0.014,1.5,3,6.5625,4,4,4,0.975,1.875,0.125,6.538801599999999,1.6347003999999998,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5375_111,MixedCon (Sierra)|80-120yr,2.53125,1.35,0.225,0.17325,0.025,0.25,0.75,1.55,2.34,2.7,0.45,0.81,1.89,0.27,29.9705296,7.4926324,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5375_112,MixedCon (Sierra)|80-120yr,4.49775,1.35,0.225,0.230625,0.05,0.3125,0.9375,1.9375,1.755,2.025,0.3375,1.395,2.565,0.3825,27.1555616,6.7888904,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5375_113,MixedCon (Sierra)|80-120yr,4.49775,1.35,0.225,0.4365,0.05,0.5,1.5,3.1,0.8775,1.0125,0.16875,2.2725,3.5775,0.55125,27.1555616,6.7888904,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5375_121,MixedCon (Sierra)|80-120yr,0.28125,0.15,0.075,0.075375,0.0125,0.125,0.375,0.775,1.95,2.25,0.375,0.675,1.575,0.225,29.3635768,7.3408942,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5375_122,MixedCon (Sierra)|80-120yr,1.125,0.15,0.075,0.17325,0.05,0.15625,0.46875,0.96875,1.4625,1.6875,0.28125,1.1625,2.1375,0.31875,29.242194400000002,7.310548600000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5375_123,MixedCon (Sierra)|80-120yr,4.5,0.15,0.075,0.4365,0.05,0.165,0.495,1.023,0.73125,0.84375,0.140625,1.89375,2.98125,0.459375,16.293334400000003,4.073333600000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5375_131,MixedCon (Sierra)|80-120yr,0.01125,0.1,0.015,0.013275,0.0025,0.025,0.075,0.155,1.3,1.5,0.25,0.45,1.05,0.15,28.655479200000002,7.1638698000000005,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5375_132,MixedCon (Sierra)|80-120yr,1.125,0.1,0.015,0.17325,0.05,0.0375,0.1125,0.2325,0.975,1.125,0.1875,0.775,1.425,0.2125,28.6048976,7.1512244,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5375_133,MixedCon (Sierra)|80-120yr,4.5,0.1,0.015,0.4365,0.05,0.165,0.495,1.023,0.4875,0.5625,0.09375,1.2625,1.9875,0.30625,6.788889600000001,1.6972224000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5375_211,MixedCon (Sierra)|80-120yr,5.625,2.4,0.3,0.327375,0.0375,0.625,1.875,3.875,2.6,3,0.5,0.9,2.1,0.3,27.949276800000003,6.987319200000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5375_212,MixedCon (Sierra)|80-120yr,5.625,2.4,0.3,0.360113,0.046875,0.46875,1.40625,2.90625,1.95,2.25,0.375,1.55,2.85,0.425,27.949276800000003,6.987319200000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5375_213,MixedCon (Sierra)|80-120yr,5.625,2.4,0.3,0.396124,0.058594,0.234375,0.703125,1.453125,1.95,2.25,0.375,2.525,3.975,0.6125,27.949276800000003,6.987319200000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5375_221,MixedCon (Sierra)|80-120yr,6.75,2.4,0.3,0.21825,0.025,1,2.25,4.65,2.6,3,0.5,0.9,2.1,0.3,24.7849296,6.1962324,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5375_222,MixedCon (Sierra)|80-120yr,6.75,2.4,0.3,0.272813,0.0375,0.75,1.6875,3.4875,1.95,2.25,0.375,1.55,2.85,0.425,24.7849296,6.1962324,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5375_223,MixedCon (Sierra)|80-120yr,6.75,2.88,0.36,0.341016,0.05625,0.375,0.84375,1.74375,1.95,2.25,0.375,2.525,3.975,0.6125,24.7849296,6.1962324,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5375_231,MixedCon (Sierra)|80-120yr,7.875,2.4,0.3,0.109125,0.0125,1.5,3,6.2,2.6,3,0.5,0.9,2.1,0.3,12.392464000000002,3.0981160000000005,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5375_232,MixedCon (Sierra)|80-120yr,7.875,2.4,0.3,0.163687,0.01875,1.125,2.25,4.65,1.95,2.25,0.375,1.55,2.85,0.425,12.392464000000002,3.0981160000000005,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5375_233,MixedCon (Sierra)|80-120yr,7.875,3.36,0.42,0.245531,0.028125,0.5625,1.125,2.325,1.95,2.25,0.375,2.525,3.975,0.6125,12.392464000000002,3.0981160000000005,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5375_311,MixedCon (Sierra)|80-120yr,2.53125,1.35,0.225,0.327375,0.0375,0.375,1.125,2.325,2.34,2.7,0.45,0.81,1.89,0.27,27.949276800000003,6.987319200000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5375_312,MixedCon (Sierra)|80-120yr,4.49775,1.35,0.225,0.409219,0.05625,0.375,1.125,2.325,1.755,2.025,0.3375,1.395,2.565,0.3825,27.949276800000003,6.987319200000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5375_313,MixedCon (Sierra)|80-120yr,4.49775,1.35,0.225,0.436636,0.050006,0.499875,1.499625,3.099225,0.8775,1.0125,0.16875,2.2725,3.5775,0.55125,27.949276800000003,6.987319200000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5375_321,MixedCon (Sierra)|80-120yr,1.125,0.6,0.15,0.21825,0.025,0.25,0.75,1.55,2.08,2.4,0.4,0.72,1.68,0.24,24.7849296,6.1962324,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5375_322,MixedCon (Sierra)|80-120yr,4.5,0.6,0.15,0.327375,0.0375,0.25,0.75,1.55,1.56,1.8,0.3,1.24,2.28,0.34,24.7849296,6.1962324,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5375_323,MixedCon (Sierra)|80-120yr,4.5,0.6,0.15,0.436391,0.049988,0.165,0.495,1.023,0.78,0.9,0.15,2.02,3.18,0.49,24.7849296,6.1962324,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5375_331,MixedCon (Sierra)|80-120yr,0.28125,0.15,0.075,0.109125,0.0125,0.125,0.375,0.775,1.43,1.65,0.275,0.495,1.155,0.165,12.392464000000002,3.0981160000000005,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5375_332,MixedCon (Sierra)|80-120yr,4.5,0.15,0.075,0.163687,0.01875,0.125,0.375,0.775,1.0725,1.2375,0.20625,0.8525,1.5675,0.23375,12.392464000000002,3.0981160000000005,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5375_333,MixedCon (Sierra)|80-120yr,4.5,0.15,0.075,0.436555,0.050006,0.165,0.495,1.023,0.53625,0.61875,0.103125,1.38875,2.18625,0.336875,12.392464000000002,3.0981160000000005,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5375_411,MixedCon (Sierra)|80-120yr,5.625,2.4,0.3,0.39285,0.05,0.75,2.25,4.65,5.2,6,1,0.9,2.1,0.3,25.646917600000002,6.4117294000000005,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5375_412,MixedCon (Sierra)|80-120yr,5.625,3.0,0.375,0.432135,0.055,0.5625,1.6875,3.4875,3.9,4.5,0.75,2.2,3.6,0.55,25.646917600000002,6.4117294000000005,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5375_413,MixedCon (Sierra)|80-120yr,3.6,3.0,0.375,0.436456,0.055,0.140625,0.421875,0.871875,1.95,2.25,0.375,4.15,5.85,0.925,25.646917600000002,6.4117294000000005,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5375_421,MixedCon (Sierra)|80-120yr,6.75,2.4,0.3,0.30555,0.05,1,3,6.2,6.5,7.5,7.5,0.9,2.1,0.3,16.595071200000003,4.148767800000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5375_422,MixedCon (Sierra)|80-120yr,6.75,3.6,0.45,0.397215,0.06,0.75,2.25,4.65,4.875,5.625,5.625,2.525,3.975,2.175,16.595071200000003,4.148767800000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5375_423,MixedCon (Sierra)|80-120yr,3.796875,3.6,0.45,0.516379,0.06,0.1875,0.5625,1.1625,2.4375,2.8125,2.8125,4.9625,6.7875,4.9875,16.595071200000003,4.148767800000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5375_431,MixedCon (Sierra)|80-120yr,8.999999,2.4,0.3,0.21825,0.05,1.5,4.5,9.3,10.400001,12.000001,7.5,0.9,2.1,0.3,7.543209600000001,1.8858024000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5375_432,MixedCon (Sierra)|80-120yr,8.999999,4.8,0.6,0.327375,0.075,1.125,3.375,6.975,7.8,9,5.625,3.5,5.1,2.175,7.543209600000001,1.8858024000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5375_433,MixedCon (Sierra)|80-120yr,5.0625,4.8,0.6,0.491063,0.075,0.28125,0.84375,1.74375,3.9,4.5,2.8125,7.400001,9.6,4.9875,7.543209600000001,1.8858024000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5375_511,MixedCon (Sierra)|80-120yr,4.5,2.4,0.3,0.4365,0.05,0.5,1.5,3.1,2.6,3,0.5,0.9,2.1,0.3,29.9705296,7.4926324,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5375_512,MixedCon (Sierra)|80-120yr,4.95,2.4,0.3,0.4365,0.05,0.55,1.65,3.41,2.6,3,0.5,0.9,2.1,0.3,29.8794848,7.4698712,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5375_513,MixedCon (Sierra)|80-120yr,4.090091,2.4,0.3,0.4365,0.05,0.605,1.815,3.751,1.95,2.25,0.375,1.55,2.85,0.425,25.7977784,6.4494446,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5375_521,MixedCon (Sierra)|80-120yr,4.5,2.4,0.3,0.4365,0.05,0.5,1.5,3.1,2.6,3,0.5,0.9,2.1,0.3,29.3635768,7.3408942,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5375_522,MixedCon (Sierra)|80-120yr,6.75,2.4,0.3,0.4365,0.0625,1,2,3.875,2.6,3,0.5,0.9,2.1,0.3,29.242194400000002,7.310548600000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5375_523,MixedCon (Sierra)|80-120yr,3.003,2.64,0.33,0.4365,0.0625,1.25,2.5,4.84375,4,4,4,1.55,2.85,0.425,16.293334400000003,4.073333600000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5375_531,MixedCon (Sierra)|80-120yr,4.5,2.4,0.3,0.4365,0.05,0.5,1.5,3.1,2.6,3,0.5,0.9,2.1,0.3,28.655479200000002,7.1638698000000005,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5375_532,MixedCon (Sierra)|80-120yr,8.999999,2.4,0.3,0.545625,0.07,1,2.625,5.425,2.6,3,0.5,0.9,2.1,0.3,28.6048976,7.1512244,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5375_533,MixedCon (Sierra)|80-120yr,2.25,3.12,0.39,0.545625,0.07,1.5,3.9375,8.137501,5.2,6,4,1.55,2.85,0.425,6.788889600000001,1.6972224000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5376_111,MixedCon (Sierra)|80-120yr|SC-Rx or SC-WF(Ground),0.576844,0.1,0.075,0.7795,0.1,0.1,0.3,0.4,0.09,1.17,0,0,0.45,0,20.357216800000003,5.089304200000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5376_112,MixedCon (Sierra)|80-120yr|SC-Rx or SC-WF(Ground),1.024987,0.1,0.075,0.9775,0.2,0.125,0.375,0.5,0.0675,0.8775,0,0.0225,0.7425,0,18.388856800000003,4.597214200000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5376_113,MixedCon (Sierra)|80-120yr|SC-Rx or SC-WF(Ground),1.024987,0.1,0.075,1.579,0.2,0.2,0.6,0.8,0.03375,0.43875,0,0.05625,1.18125,0,18.388856800000003,4.597214200000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5376_121,MixedCon (Sierra)|80-120yr|SC-Rx or SC-WF(Ground),0.064094,0.1,0.025,0.38725,0.05,0.05,0.15,0.2,0.075,0.975,0,0,0.375,0,20.1314768,5.0328692,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5376_122,MixedCon (Sierra)|80-120yr|SC-Rx or SC-WF(Ground),0.256375,0.1,0.025,0.7795,0.2,0.0625,0.1875,0.25,0.05625,0.73125,0,0.01875,0.61875,0,20.0866928,5.0216732,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5376_123,MixedCon (Sierra)|80-120yr|SC-Rx or SC-WF(Ground),1.0255,0.1,0.025,1.579,0.2,0.066,0.198,0.264,0.028125,0.365625,0,0.046875,0.984375,0,11.0322296,2.7580574,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5376_131,MixedCon (Sierra)|80-120yr|SC-Rx or SC-WF(Ground),0.002564,0.1,0.005,0.07705,0.01,0.01,0.03,0.04,0.05,0.65,0,0,0.25,0,19.8691664,4.9672916,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5376_132,MixedCon (Sierra)|80-120yr|SC-Rx or SC-WF(Ground),0.256375,0.1,0.005,0.7795,0.2,0.015,0.045,0.06,0.0375,0.4875,0,0.0125,0.4125,0,19.850613600000003,4.962653400000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5376_133,MixedCon (Sierra)|80-120yr|SC-Rx or SC-WF(Ground),1.0255,0.1,0.005,1.579,0.2,0.066,0.198,0.264,0.01875,0.24375,0,0.03125,0.65625,0,4.5958192,1.1489548,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5376_211,MixedCon (Sierra)|80-120yr|SC-Rx or SC-WF(Ground),1.602344,0.16,0.1,1.18425,0.15,0.5,1,1,0.1,1.3,0,0,0.5,0,19.050652,4.762663,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5376_212,MixedCon (Sierra)|80-120yr|SC-Rx or SC-WF(Ground),1.602344,0.16,0.1,1.302675,0.1875,0.375,0.75,0.75,0.075,0.975,0,0.025,0.825,0,19.050652,4.762663,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5376_213,MixedCon (Sierra)|80-120yr|SC-Rx or SC-WF(Ground),1.602344,0.16,0.1,1.432943,0.234375,0.1875,0.375,0.375,0.075,0.975,0,0.0625,1.3125,0,19.050652,4.762663,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5376_221,MixedCon (Sierra)|80-120yr|SC-Rx or SC-WF(Ground),2.1975,0.16,0.1,0.7895,0.1,1,2,1.2,0.1,1.3,0,0,0.5,0,17.038580000000003,4.259645000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5376_222,MixedCon (Sierra)|80-120yr|SC-Rx or SC-WF(Ground),2.1975,0.16,0.1,0.986875,0.15,0.75,1.5,0.9,0.075,0.975,0,0.025,0.825,0,17.038580000000003,4.259645000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5376_223,MixedCon (Sierra)|80-120yr|SC-Rx or SC-WF(Ground),2.1975,0.2304,0.12,1.233594,0.225,0.375,0.75,0.45,0.075,0.975,0,0.0625,1.3125,0,17.038580000000003,4.259645000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5376_231,MixedCon (Sierra)|80-120yr|SC-Rx or SC-WF(Ground),2.56375,0.16,0.1,0.39475,0.05,1.5,3,1.6,0.1,1.3,0,0,0.5,0,8.519290400000001,2.1298226000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5376_232,MixedCon (Sierra)|80-120yr|SC-Rx or SC-WF(Ground),2.56375,0.16,0.1,0.592125,0.075,1.125,2.25,1.2,0.075,0.975,0,0.025,0.825,0,8.519290400000001,2.1298226000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5376_233,MixedCon (Sierra)|80-120yr|SC-Rx or SC-WF(Ground),2.56375,0.3136,0.14,0.888188,0.1125,0.5625,1.125,0.6,0.075,0.975,0,0.0625,1.3125,0,8.519290400000001,2.1298226000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5376_311,MixedCon (Sierra)|80-120yr|SC-Rx or SC-WF(Ground),0.576844,0.1,0.075,1.18425,0.15,0.15,0.45,0.6,0.09,1.17,0,0,0.45,0,19.050652,4.762663,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5376_312,MixedCon (Sierra)|80-120yr|SC-Rx or SC-WF(Ground),1.024987,0.1,0.075,1.480313,0.225,0.15,0.45,0.6,0.0675,0.8775,0,0.0225,0.7425,0,19.050652,4.762663,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5376_313,MixedCon (Sierra)|80-120yr|SC-Rx or SC-WF(Ground),1.024987,0.1,0.075,1.579494,0.200025,0.19995,0.59985,0.7998,0.03375,0.43875,0,0.05625,1.18125,0,19.050652,4.762663,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5376_321,MixedCon (Sierra)|80-120yr|SC-Rx or SC-WF(Ground),0.256375,0.1,0.05,0.7895,0.1,0.1,0.3,0.4,0.08,1.04,0,0,0.4,0,17.038580000000003,4.259645000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5376_322,MixedCon (Sierra)|80-120yr|SC-Rx or SC-WF(Ground),1.0255,0.1,0.05,1.18425,0.15,0.1,0.3,0.4,0.06,0.78,0,0.02,0.66,0,17.038580000000003,4.259645000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5376_323,MixedCon (Sierra)|80-120yr|SC-Rx or SC-WF(Ground),1.0255,0.1,0.05,1.578605,0.19995,0.066,0.198,0.264,0.03,0.39,0,0.05,1.05,0,17.038580000000003,4.259645000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5376_331,MixedCon (Sierra)|80-120yr|SC-Rx or SC-WF(Ground),0.064094,0.1,0.025,0.39475,0.05,0.05,0.15,0.2,0.055,0.715,0,0,0.275,0,8.519290400000001,2.1298226000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5376_332,MixedCon (Sierra)|80-120yr|SC-Rx or SC-WF(Ground),1.0255,0.1,0.025,0.592125,0.075,0.05,0.15,0.2,0.04125,0.53625,0,0.01375,0.45375,0,8.519290400000001,2.1298226000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5376_333,MixedCon (Sierra)|80-120yr|SC-Rx or SC-WF(Ground),1.0255,0.1,0.025,1.579197,0.200025,0.066,0.198,0.264,0.020625,0.268125,0,0.034375,0.721875,0,8.519290400000001,2.1298226000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5376_411,MixedCon (Sierra)|80-120yr|SC-Rx or SC-WF(Ground),1.602344,0.16,0.1,1.4211,0.2,0.3,0.9,1.2,0.2,2.6,0,0,0.5,0,17.3694568,4.3423642,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5376_412,MixedCon (Sierra)|80-120yr|SC-Rx or SC-WF(Ground),1.602344,0.25,0.125,1.56321,0.22,0.225,0.675,0.9,0.15,1.95,0,0.05,1.15,0,17.3694568,4.3423642,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5376_413,MixedCon (Sierra)|80-120yr|SC-Rx or SC-WF(Ground),1.0255,0.25,0.125,1.578842,0.22,0.05625,0.16875,0.225,0.075,0.975,0,0.125,2.125,0,17.3694568,4.3423642,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5376_421,MixedCon (Sierra)|80-120yr|SC-Rx or SC-WF(Ground),2.1975,0.16,0.1,1.1053,0.2,0.4,1.2,2,3,6.5,7.5,0,0.5,0,11.242232000000001,2.8105580000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5376_422,MixedCon (Sierra)|80-120yr|SC-Rx or SC-WF(Ground),2.1975,0.36,0.15,1.43689,0.24,0.3,0.9,1.5,2.25,4.875,5.625,0.75,2.125,1.875,11.242232000000001,2.8105580000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5376_423,MixedCon (Sierra)|80-120yr|SC-Rx or SC-WF(Ground),1.236094,0.36,0.15,1.867957,0.24,0.075,0.225,0.375,1.125,2.4375,2.8125,1.875,4.5625,4.6875,11.242232000000001,2.8105580000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5376_431,MixedCon (Sierra)|80-120yr|SC-Rx or SC-WF(Ground),2.93,0.16,0.1,0.7895,0.2,0.6,1.8,2.4,3,6.5,7.5,0,0.5,0,5.115012,1.278753,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5376_432,MixedCon (Sierra)|80-120yr|SC-Rx or SC-WF(Ground),2.93,0.64,0.2,1.18425,0.3,0.45,1.35,1.8,2.25,4.875,5.625,0.75,2.125,1.875,5.115012,1.278753,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5376_433,MixedCon (Sierra)|80-120yr|SC-Rx or SC-WF(Ground),1.648125,0.64,0.2,1.776375,0.3,0.1125,0.3375,0.45,1.125,2.4375,2.8125,1.875,4.5625,4.6875,5.115012,1.278753,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5376_511,MixedCon (Sierra)|80-120yr|SC-Rx or SC-WF(Ground),1.0255,0.16,0.1,1.579,0.2,0.2,0.6,0.8,0.1,1.3,0,0,0.5,0,20.359016000000004,5.089754000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5376_512,MixedCon (Sierra)|80-120yr|SC-Rx or SC-WF(Ground),1.240855,0.16,0.1,1.579,0.2,0.22,0.66,0.88,0.1,1.3,0,0,0.5,0,20.325688800000002,5.0814222000000004,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5376_513,MixedCon (Sierra)|80-120yr|SC-Rx or SC-WF(Ground),1.025295,0.16,0.1,1.579,0.2,0.242,0.726,0.968,0.075,0.975,0,0.025,0.825,0,17.4715664,4.3678916,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5376_521,MixedCon (Sierra)|80-120yr|SC-Rx or SC-WF(Ground),1.0255,0.16,0.1,1.579,0.2,0.2,0.6,0.8,0.1,1.3,0,0,0.5,0,20.1368744,5.0342186,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5376_522,MixedCon (Sierra)|80-120yr|SC-Rx or SC-WF(Ground),2.1975,0.16,0.1,1.579,0.25,1,2,3,0.1,1.3,0,0,0.5,0,20.092450400000004,5.023112600000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5376_523,MixedCon (Sierra)|80-120yr|SC-Rx or SC-WF(Ground),0.977643,0.1936,0.11,1.579,0.25,1.25,2.5,3.75,4,4,4,0.025,0.825,0,11.037987200000002,2.7594968000000004,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5376_531,MixedCon (Sierra)|80-120yr|SC-Rx or SC-WF(Ground),1.0255,0.16,0.1,1.579,0.2,0.2,0.6,0.8,0.1,1.3,0,0,0.5,0,19.8777136,4.9694284,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5376_532,MixedCon (Sierra)|80-120yr|SC-Rx or SC-WF(Ground),2.93,0.16,0.1,1.97375,0.28,1,2,3,0.1,1.3,0,0,0.5,0,19.859205600000003,4.964801400000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5376_533,MixedCon (Sierra)|80-120yr|SC-Rx or SC-WF(Ground),0.7325,0.2704,0.13,1.97375,0.28,1.5,3,4.5,4,4,4,0.025,0.825,0,4.6044112,1.1511028,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5377_111,MixedCon (Sierra)|80-120yr|SC,1.33425,1.08,0.225,1.16925,0.075,0.7,1.25,1.5,3.6,3.6,0.9,0.9,1.8,2.7,20.3606072,5.0901518,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5377_112,MixedCon (Sierra)|80-120yr|SC,2.370814,1.08,0.225,1.46625,0.15,0.875,1.5625,1.875,2.7,2.7,0.675,1.8,2.7,2.925,18.3922472,4.5980618,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5377_113,MixedCon (Sierra)|80-120yr|SC,2.370814,1.08,0.225,2.3685,0.15,1.4,2.5,3,1.35,1.35,0.3375,3.15,4.050001,3.2625,18.3922472,4.5980618,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5377_121,MixedCon (Sierra)|80-120yr|SC,0.14825,0.12,0.075,0.580875,0.0375,0.35,0.625,0.75,3,3,0.75,0.75,1.5,2.25,20.1331704,5.0332926,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5377_122,MixedCon (Sierra)|80-120yr|SC,0.593,0.12,0.075,1.16925,0.15,0.4375,0.78125,0.9375,2.25,2.25,0.5625,1.5,2.25,2.4375,20.088215200000004,5.022053800000001,User Supplied,User Supplied,User Supplied,User Supplied
