Reg,Reg,Reg,Reg,Fuelbed_number,Fuelbed_Name,Litter,Duff,Depth,Shrub,Herb,1Hr,10Hr,100Hr,3-9S,9-20S,20+S,3-9R,9-20R,20+R,Foli,Bran,CTG,Flame EF,Duff EF,Smolder 1K EF
P,I,N,S,5301,WL DF LP|20-40yr|PCT and Graz,1.202000,3.2,0.500000,0.614835,0.51,0.700000,3.400000,2.300000,0.800000,1.200000,0.000000,0.400000,1.200000,0.000000,3.0172024000000004,0.7543006000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5302,WL DF LP|20-40yr|High density,1.202000,3.2,0.500000,0.307418,0.51,0.800000,1.200000,1.200000,1.500000,1.200000,0.000000,2.200000,1.200000,0.000000,3.8535056,0.9633764,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5303,WL DF LP|40-80yr,0.770100,1.28,0.200000,0.979088,0.11,0.400000,0.200000,3.000000,1.200000,0.000000,0.000000,1.500000,0.000000,0.000000,4.3646503999999995,1.0911625999999999,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5304,WL DF LP|40-80yr|CWD,0.770100,1.28,0.200000,0.979088,0.11,0.400000,0.200000,3.000000,2.100000,0.000000,0.000000,1.500000,0.000000,0.000000,4.5882208,1.1470552,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5305,WL DF LP|40-80yr|High density,2.567000,2.56,0.400000,0.73736,0.11,0.600000,2.100000,3.000000,4.100000,0.000000,0.000000,0.600000,0.000000,0.000000,7.927880000000001,1.9819700000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5306,WL DF LP|80-150yr|SC-Rx,0.352800,1.28,0.200000,0.899088,0.51,0.400000,0.200000,2.100000,2.100000,0.000000,0.000000,1.500000,0.000000,0.000000,4.5978512,1.1494628,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5307,WL DF LP|80-150yr|SC,1.646400,2.56,0.400000,0.67736,0.31,0.400000,2.700000,5.000000,5.700000,0.000000,0.000000,2.500000,0.000000,0.000000,4.5978512,1.1494628,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5308,WL DF LP|80-150yr,2.431000,7.68,1.200000,0.61736,0.11,0.500000,2.700000,8.700001,1.800000,0.600000,0.000000,1.800000,0.600000,0.000000,15.902041600000002,3.9755104000000006,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5309,WL DF LP|150+yr|Low density,2.058000,7.04,1.100000,0.67736,0.51,0.100000,0.500000,0.800000,0.200000,1.000000,1.000000,0.600000,1.000000,3.000000,12.4061296,3.1015324,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5310,WL DF LP|150+yr|High density,2.431000,9.599999,1.500000,0.072692,0.060000000000000005,0.500000,1.900000,7.000000,1.800000,0.600000,0.000000,8.000000,16.000000,0.000000,17.1482688,4.2870672,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5311,WL LP|0-15yr|WF,0.601000,1.6,0.500000,0.204945,0.11,0.200000,1.300000,3.200000,1.500000,1.200000,0.000000,0.400000,2.400000,0.000000,2.1623888,0.5405972,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5312,WL LP|15-40yr,0.901500,2.4,0.500000,0.204945,0.11,0.200000,0.800000,2.800000,2.000000,1.800000,0.000000,1.400000,3.200000,0.000000,3.7617672,0.9404418,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5313,WL LP|40-80yr,1.202000,5.12,0.800000,0.204945,0.11,0.700000,1.300000,3.100000,2.000000,1.800000,0.000000,2.100000,3.000000,1.000000,11.3661864,2.8415466,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5314,WL LP|40-80yr|PCT-Rx,0.579000,0.32,0.100000,0.189934,0.11,0.200000,0.300000,0.500000,0.200000,1.000000,0.000000,0.200000,0.000000,0.000000,4.382757600000001,1.0956894000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5315,WL LP|80+yr,2.404000,7.68,1.200000,0.922252,0.11,0.700000,2.100000,4.400000,0.700000,3.500000,0.000000,0.700000,8.000000,1.000000,18.8458056,4.7114514,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5316,NF DF WH|0-20yr|WF-Salv,0.090000,0.0,0.000000,2.238789,0.1,1.000000,3.000000,4.100000,1.100000,1.000000,0.000000,0.700000,0.000000,0.000000,0.10572,0.02643,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5317,NF DF WH|0-20yr|WF,0.090000,0.0,0.000000,2.183754,0.1,0.200000,1.000000,3.100000,12.900001,0.400000,0.000000,0.700000,0.000000,0.000000,0.10572,0.02643,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5318,NF DF WH|20-40yr|PCT,1.350000,2.52,0.350000,1.736304,0.1,2.000000,2.600000,7.700000,3.000000,5.000000,0.000000,1.000000,1.000000,0.000000,1.2635224000000003,0.31588060000000007,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5319,NF DF WH|20-40yr,1.350000,2.52,0.350000,1.48826,0.1,0.100000,0.600000,7.700000,4.000000,8.000000,0.000000,3.000000,5.000000,0.000000,2.8184216,0.7046054,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5320,NF DF WH|40-60yr|PCT,1.890000,3.6,0.500000,1.736304,0.1,2.000000,2.600000,7.700000,3.000000,5.000000,0.000000,1.000000,1.000000,0.000000,2.9278184,0.7319546,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5321,NF DF WH|40-90yr,1.890000,3.6,0.500000,1.48826,0.1,0.500000,1.400000,2.100000,3.000000,3.000000,0.000000,3.000000,3.000000,0.000000,16.964661599999996,4.241165399999999,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5322,NF DF WH|60-90yr|SC,1.890000,3.6,0.500000,1.736304,0.1,1.500000,2.000000,5.000000,2.000000,4.000000,0.000000,1.000000,1.000000,0.000000,5.4459968000000005,1.3614992000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5323,NF DF WH|90+yr|SC,1.896300,3.6,0.500000,1.736304,0.1,1.500000,2.000000,5.000000,2.000000,4.000000,0.000000,1.000000,1.000000,0.000000,10.526119200000002,2.6315298000000005,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5324,NF DF WH|90+yr,3.000000,5.76,0.800000,0.992174,0.1,0.400000,0.800000,1.400000,9.000000,4.000000,0.000000,3.000000,6.000000,0.000000,24.691314400000003,6.172828600000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5325,JP WF|0-7yr|WF-Salv,0.084000,0.48,0.200000,6.966,0.1,0.200000,1.200000,2.300000,4.000000,2.400000,0.000000,0.100000,0.100000,0.000000,0.019619200000000003,0.004904800000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5326,JP WF|0-7yr|WF,0.084000,0.48,0.200000,6.966,0.1,0.200000,1.200000,2.300000,4.000000,2.400000,0.000000,0.100000,0.100000,0.000000,5.923494400000001,1.4808736000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5327,JP WF|0-10yr|WF,0.244000,0.0,0.000000,1.113,0.25,0.100000,0.400000,0.700000,4.000000,0.000000,0.000000,0.100000,0.100000,0.000000,5.9136848,1.4784212,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5328,JP WF|7-25yr|WF-Salv,1.425000,1.52,0.200000,3.4245,0.07,0.200000,1.200000,2.300000,1.300000,1.400000,0.000000,1.000000,1.000000,0.000000,0.6228664,0.1557166,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5329,JP WF|7-25yr|WF|CWD,1.425000,1.52,0.200000,3.4245,0.07,0.200000,1.200000,2.300000,1.300000,1.400000,0.000000,1.000000,1.000000,0.000000,6.5267416,1.6316854,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5330,JP WF|10-25yr,1.955100,1.52,0.200000,2.9535,0.05,0.200000,1.300000,3.200000,3.200000,1.800000,0.000000,1.800000,0.600000,0.000000,7.461041600000001,1.8652604000000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5331,JP WF|25-50yr,2.822400,1.536,0.200000,3.045291,0.05,0.100000,1.000000,2.500000,1.700000,2.500000,0.000000,2.500000,2.200000,0.000000,11.3629152,2.8407288,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5332,JP WF|50-80yr,3.000000,2.4,0.300000,2.350731,0.01,0.100000,1.000000,2.500000,1.500000,1.500000,0.500000,0.600000,1.500000,0.000000,23.863296000000002,5.9658240000000005,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5333,JP WF|80-120yr,4.500000,2.4,0.300000,1.599129,0.05,0.500000,1.500000,3.100000,2.600000,3.000000,0.500000,0.900000,2.100000,0.300000,29.408359200000003,7.352089800000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5334,JP WF|80-120yr|SC-Rx or SC-WF(Ground),1.001000,0.16,0.100000,1.71,0.2,0.200000,0.600000,0.800000,0.100000,1.300000,0.000000,0.000000,0.500000,0.000000,19.234804,4.808701,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5335,JP WF|80-120yr|SC,2.344000,1.92,0.300000,2.35379,0.15,1.400000,2.500000,3.000000,4.000000,4.000000,1.000000,1.000000,2.000000,3.000000,19.2389288,4.8097322,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5336,JP WF|80-120yr|SC-PB,0.715000,0.16,0.100000,2.565,0.2,0.600000,0.600000,0.800000,0.100000,0.900000,0.000000,0.000000,0.500000,0.000000,19.234804,4.808701,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5337,JP WF|80-120yr|SC-Pile,0.732500,0.16,0.100000,2.35379,0.2,0.600000,0.600000,0.800000,0.100000,0.900000,0.000000,0.000000,0.500000,0.000000,19.2349016,4.8087254,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5338,JP WF|80-120yr|SC-Mast,2.344000,1.92,0.300000,0.784532,0.08,2.270000,3.270000,3.350000,2.600000,2.600000,0.600000,0.900000,1.700000,2.600000,19.232888000000003,4.808222000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5339,JP WF|120+yr|High - single story density,4.500000,2.4,0.300000,0.0,0.05,0.500000,1.500000,3.100000,3.900000,5.800000,0.500000,1.600000,2.800000,0.300000,36.2618896,9.0654724,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5340,JP WF|120+yr|SC-PB or SC-Rx|Medium density,0.715000,1.2,0.200000,1.71,0.2,0.400000,0.800000,0.900000,0.500000,1.300000,0.000000,0.200000,0.500000,0.000000,28.612976800000002,7.1532442000000005,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5341,JP WF|120+yr|SC|Medium density,2.445300,2.28,0.300000,1.569129,0.1,2.500000,3.000000,1.500000,5.500000,3.000000,2.000000,3.000000,2.500000,1.000000,28.6136712,7.1534178,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5342,JP WF|120+yr|SC-Pile|Medium density,0.715000,0.16,0.100000,1.569129,0.1,0.600000,0.600000,0.800000,0.100000,0.900000,0.000000,0.000000,0.500000,0.000000,28.6136712,7.1534178,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5343,JP WF|120+yr|SC|Low density,2.265750,2.28,0.300000,0.0,0.1,1.000000,1.500000,2.000000,3.000000,2.500000,1.000000,2.000000,1.500000,0.000000,17.908328,4.477082,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5344,JP WF|120+yr|SC|Low density|CWD,2.445300,2.28,0.300000,2.35379,0.1,1.400000,2.500000,3.000000,4.000000,4.000000,1.000000,2.000000,4.000000,4.000000,17.9361464,4.4840366,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5345,JP WF|120+yr|Herb,2.445300,2.28,0.300000,1.569129,0.2,0.400000,0.800000,0.900000,0.500000,1.300000,0.000000,0.200000,0.500000,0.000000,34.042259200000004,8.510564800000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5346,JP WF|120+yr|SC-PB or SC-Rx|Low density,0.662500,0.16,0.100000,0.0,0.1,0.400000,0.400000,1.800000,0.500000,0.500000,0.000000,0.000000,0.500000,0.000000,17.908328,4.477082,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5347,JP WF|120+yr|SC-Pile|Low density,0.662500,0.16,0.100000,1.569129,0.1,0.800000,0.800000,0.400000,0.500000,0.500000,0.000000,0.400000,0.100000,0.000000,17.908328,4.477082,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5348,JP WF|120+yr|CWD,2.445300,3.8,0.500000,1.569129,0.1,2.220000,4.430000,4.990000,2.060000,5.340000,0.000000,2.080000,5.200000,0.000000,34.034184,8.508546,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5349,RF|0-10yr|WF,1.236000,0.96,0.200000,4.579416,0.02,1.100000,1.300000,0.900000,5.000000,7.000000,1.600000,0.200000,0.000000,0.000000,2.6105752,0.6526438,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5350,RF|10-25yr,0.280600,0.96,0.200000,2.025708,0.03,0.100000,0.500000,0.700000,9.300000,8.300000,3.000000,0.500000,2.300000,3.000000,3.1089984000000004,0.7772496000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5351,RF|25-50yr,2.979900,3.8,0.500000,0.230114,0.02,0.700000,1.600000,3.800000,8.700001,1.900000,0.000000,2.000000,3.000000,4.000000,9.4245136,2.3561284,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5352,RF|50-80yr|PCT-Pile,5.959800,12.240001,1.700000,0.759641,0.05,1.800000,2.700000,5.500000,10.000000,6.000000,1.500000,1.500000,5.500000,0.500000,7.9962232,1.9990558,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5353,RF|50-80yr,3.010000,2.04,0.300000,0.253214,0.02,0.500000,1.700000,3.300000,11.400001,2.100000,0.000000,0.900000,0.200000,0.000000,29.5580024,7.3895006,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5354,RF|50-80yr|PCT-PB,0.481600,1.2,0.300000,0.759641,0.05,0.200000,1.900000,0.800000,0.400000,1.100000,0.000000,1.000000,0.000000,0.000000,7.9962232,1.9990558,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5355,RF|80-120yr|CWD,6.555000,15.200001,2.000000,0.190475,0.04,1.800000,2.700000,5.500000,10.000000,6.000000,4.000000,2.000000,5.500000,2.500000,18.226282400000002,4.556570600000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5356,RF|80-120yr|SC-Pile,1.800000,3.36,0.700000,0.496425,0.05,1.000000,2.000000,3.000000,3.000000,2.000000,1.000000,1.500000,2.000000,0.500000,9.589112,2.397278,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5357,RF|80-120yr|SC-Mast,1.800000,3.36,0.700000,0.33095,0.03,1.540000,4.000000,7.000000,4.380000,2.920000,1.460000,1.000000,1.370000,0.340000,9.586643200000001,2.3966608000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5358,RF|80-120yr|High density,3.600000,7.6,1.000000,0.451213,0.02,0.700000,1.600000,1.900000,11.700001,11.500001,1.800000,2.200000,2.200000,0.000000,36.0579496,9.0144874,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5359,RF|80-120yr|Rx-SC-PB,0.495000,0.4,0.100000,0.660641,0.02,0.300000,0.200000,0.300000,0.500000,0.300000,0.200000,0.500000,0.700000,0.800000,9.589112,2.397278,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5360,RF|80-120yr,1.440000,5.76,1.200000,0.08276,0.04,1.000000,1.500000,1.100000,7.400001,1.500000,0.000000,5.000000,1.000000,0.000000,8.314658399999999,2.0786645999999998,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5361,RF|120+yr,4.050000,7.920001,1.100000,0.340475,0.02,1.000000,2.000000,3.000000,2.000000,2.000000,2.000000,1.500000,2.000000,0.500000,14.895428800000003,3.7238572000000008,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5362,RF|120+yr|CWD,4.050000,7.920001,1.100000,0.340475,0.02,2.000000,4.000000,7.000000,3.700000,3.700000,3.700000,1.400000,1.900000,0.500000,14.895428800000003,3.7238572000000008,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5363,RF|120+yr|Rx-SC-PB,0.240000,0.64,0.200000,0.533925,0.06,0.100000,0.500000,0.500000,4.000000,1.500000,0.000000,0.500000,1.000000,1.000000,14.802233600000003,3.7005584000000007,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5364,RF|120+yr|SC-Pile|Shrub,1.800000,3.36,0.700000,0.496425,0.04,0.800000,2.200000,3.500000,4.000000,1.500000,0.500000,1.500000,1.500000,1.000000,14.802233600000003,3.7005584000000007,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5365,RF|120+yr|Shrub,7.500000,3.92,0.700000,0.496425,0.06,1.000000,2.000000,3.000000,2.000000,2.000000,2.000000,1.500000,2.000000,0.500000,14.895428800000003,3.7238572000000008,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5366,RF|120+yr|High density,7.500000,17.6,2.200000,0.340475,0.02,1.200000,3.100000,3.700000,13.000001,15.000001,2.000000,5.000000,5.000000,0.000000,28.7182192,7.1795548,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5367,MixedCon (Sierra)|0-7yr|WF-Salv,0.083720,0.48,0.200000,12.672,0.1,0.200000,1.200000,2.300000,4.000000,2.400000,0.000000,0.100000,0.100000,0.000000,0.023435200000000003,0.005858800000000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5368,MixedCon (Sierra)|0-7yr|WF|Shrub,0.083720,0.48,0.200000,12.672,0.1,0.200000,1.200000,2.300000,4.000000,2.400000,0.000000,0.100000,0.100000,0.000000,6.6459048,1.6614762,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5369,MixedCon (Sierra)|0-10yr|WF|Herb,0.244000,0.0,0.000000,2.092,0.25,0.100000,0.400000,0.700000,4.000000,0.000000,0.000000,0.100000,0.100000,0.000000,6.6341871999999995,1.6585467999999999,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5370,MixedCon (Sierra)|7-25yr|Past WF-Salv,1.420250,1.52,0.200000,9.386999,0.07,0.200000,1.200000,2.300000,1.300000,1.400000,0.000000,1.000000,1.000000,0.000000,0.7050568,0.1762642,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5371,MixedCon (Sierra)|7-25yr|Past WF,1.420250,1.52,0.200000,9.386999,0.07,0.200000,1.200000,2.300000,1.300000,1.400000,0.000000,1.000000,1.000000,0.000000,7.3275264,1.8318816,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5372,MixedCon (Sierra)|10-25yr|Past WF,1.622600,1.52,0.200000,4.128,0.05,0.200000,1.300000,3.200000,3.200000,1.800000,0.000000,1.800000,0.600000,0.000000,8.3851112,2.0962778,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5373,MixedCon (Sierra)|25-50yr,2.856000,1.536,0.200000,6.276,0.05,0.100000,1.000000,2.500000,1.700000,2.500000,0.000000,2.500000,2.200000,0.000000,12.917808,3.229452,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5374,MixedCon (Sierra)|50-80yr,3.000000,2.4,0.300000,0.8895,0.01,0.100000,1.000000,2.500000,1.500000,1.500000,0.500000,0.600000,1.500000,0.000000,25.2290144,6.3072536,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5375,MixedCon (Sierra)|80-120yr,4.500000,2.4,0.300000,0.4365,0.05,0.500000,1.500000,3.100000,2.600000,3.000000,0.500000,0.900000,2.100000,0.300000,30.1728392,7.5432098,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5376,MixedCon (Sierra)|80-120yr|SC-Rx or SC-WF(Ground),1.025500,0.16,0.100000,1.579,0.2,0.200000,0.600000,0.800000,0.100000,1.300000,0.000000,0.000000,0.500000,0.000000,20.4330576,5.1082644,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5377,MixedCon (Sierra)|80-120yr|SC,2.372000,1.92,0.300000,2.3685,0.15,1.400000,2.500000,3.000000,4.000000,4.000000,1.000000,1.000000,2.000000,3.000000,20.4372952,5.1093238,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5378,MixedCon (Sierra)|80-120yr|SC-PB,0.732500,0.16,0.100000,2.3685,0.2,0.600000,0.600000,0.800000,0.100000,0.900000,0.000000,0.000000,0.500000,0.000000,20.4328848,5.1082212,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5379,MixedCon (Sierra)|80-120yr|SC-Pile,0.741250,0.16,0.100000,2.3685,0.15,0.600000,0.600000,0.800000,0.100000,0.900000,0.000000,0.000000,0.500000,0.000000,20.4328848,5.1082212,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5380,MixedCon (Sierra)|80-120yr|SC-Mast,2.372000,1.92,0.300000,0.7895,0.08,2.270000,3.270000,3.350000,2.600000,2.600000,0.600000,0.900000,1.700000,2.600000,20.4306792,5.1076698,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5381,MixedCon (Sierra)|120+yr|High density,4.500000,2.4,0.300000,0.0,0.05,0.500000,1.500000,3.100000,3.900000,5.800000,0.500000,1.600000,2.800000,0.300000,57.80856320000001,14.452140800000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5382,MixedCon (Sierra)|120+yr|SC-PB or SC-Rx|High density|Shrub,0.715000,1.2,0.200000,1.579,0.2,0.400000,0.800000,0.900000,0.500000,1.300000,0.000000,0.200000,0.500000,0.000000,43.015356800000006,10.753839200000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5383,MixedCon (Sierra)|120+yr|SC|High density|CWD,2.445300,2.28,0.300000,1.579,0.1,2.500000,3.000000,1.500000,5.500000,3.000000,2.000000,3.000000,2.500000,1.000000,43.015356800000006,10.753839200000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5384,MixedCon (Sierra)|120+yr|SC-Pile|High density,0.715000,0.16,0.100000,1.579,0.1,0.600000,0.600000,0.800000,0.100000,0.900000,0.000000,0.000000,0.500000,0.000000,43.015356800000006,10.753839200000002,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5385,MixedCon (Sierra)|120+yr|SC|Medium density|No shrub,2.445300,2.28,0.300000,0.0,0.1,1.000000,1.500000,2.000000,3.000000,2.500000,1.000000,2.000000,1.500000,0.000000,19.763961600000002,4.9409904000000004,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5386,MixedCon (Sierra)|120+yr|SC|Medium density|Shrub,2.445300,2.28,0.300000,2.3685,0.1,1.400000,2.500000,3.000000,4.000000,4.000000,1.000000,2.000000,4.000000,4.000000,19.763961600000002,4.9409904000000004,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5387,MixedCon (Sierra)|120+yr,2.505150,2.28,0.300000,1.579,0.1,0.400000,0.800000,0.900000,0.500000,1.300000,0.000000,0.200000,0.500000,0.000000,36.58438159999999,9.146095399999998,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5388,MixedCon (Sierra)|120+yr|SC-PB or SC-Rx|No shrub,0.715000,0.16,0.100000,0.0,0.1,0.400000,0.400000,1.800000,0.500000,0.500000,0.000000,0.000000,0.500000,0.000000,19.803660800000003,4.950915200000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5389,MixedCon (Sierra)|120+yr|SC-Pile|Medium density,0.715000,0.16,0.100000,1.579,0.1,0.800000,0.800000,0.400000,0.500000,0.500000,0.000000,0.400000,0.100000,0.000000,19.763961600000002,4.9409904000000004,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5390,MixedCon (Sierra)|120+yr|Wood,2.505150,3.8,0.500000,1.579,0.1,2.220000,4.430000,4.990000,2.060000,5.340000,0.000000,2.080000,5.200000,0.000000,36.575699199999995,9.143924799999999,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5391,Subalpine (dry)|0-10yr|WF,0.090000,0.0,0.000000,0.92695,0.2,0.200000,0.400000,2.000000,6.000000,0.400000,0.000000,0.700000,0.000000,0.000000,0.09826000000000001,0.024565000000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5392,Subalpine (dry)|10-40yr|PCT,0.900000,0.96,0.200000,0.617966,0.2,2.000000,3.000000,10.000000,3.000000,0.200000,0.000000,3.000000,0.200000,0.000000,5.2484592,1.3121148,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5393,Subalpine (dry)|10-40yr,1.350000,0.96,0.200000,1.235933,0.1,0.200000,0.600000,6.000000,3.000000,5.000000,0.000000,3.000000,0.400000,0.000000,2.4579024,0.6144756,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5394,Subalpine (dry)|40-90yr|High density,1.890000,3.6,0.500000,0.92695,0.1,0.300000,1.400000,5.000000,1.000000,0.200000,0.000000,2.000000,0.200000,0.000000,16.377526399999997,4.094381599999999,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5395,Subalpine (dry)|40-90yr|Low density,1.890000,3.6,0.500000,1.235933,0.1,0.500000,1.400000,2.100000,5.000000,5.000000,0.000000,2.000000,2.000000,0.000000,15.675840800000001,3.9189602000000003,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5396,Subalpine (dry)|90-120yr|SC-Pile,0.900000,3.6,0.500000,0.617966,0.1,0.300000,0.300000,0.200000,0.400000,0.000000,0.000000,1.000000,0.200000,0.000000,17.6289064,4.4072266,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5397,Subalpine (dry)|90-120yr|SC-PB,0.090000,1.44,0.200000,0.617966,0.1,0.100000,0.100000,0.100000,0.300000,0.000000,0.000000,0.300000,0.200000,0.000000,17.6289064,4.4072266,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5398,Subalpine (dry)|90-120yr|High density,3.000000,5.76,0.800000,1.081441,0.1,0.400000,0.800000,1.400000,2.000000,2.000000,0.000000,0.500000,0.200000,0.000000,33.036327199999995,8.259081799999999,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5399,Subalpine (dry)|90-120yr|Low density,3.000000,5.76,0.800000,1.235933,0.1,0.400000,0.800000,2.500000,9.000000,4.000000,0.000000,2.000000,1.000000,0.000000,21.290529600000003,5.322632400000001,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5400,Subalpine (dry)|120+yr|Past pile|Medium density,1.890000,6.4,0.800000,0.92695,0.2,0.300000,0.300000,0.200000,0.400000,0.000000,0.000000,1.000000,0.200000,0.000000,23.554328,5.888582,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5401,Subalpine (dry)|120+yr|Medium density,0.300000,1.44,0.200000,0.92695,0.1,0.200000,0.200000,0.150000,0.350000,0.000000,0.000000,0.600000,0.200000,0.000000,23.554328,5.888582,User Supplied,User Supplied,User Supplied,User Supplied
P,I,N,S,5402,Subalpine (dry)|120+yr|I&D,3.000000,8.0,1.000000,1.235933,0.2,0.500000,1.200000,1.300000,11.000001,10.000000,1.000000,7.000000,8.000000,2.000000,24.7059,6.176475,User Supplied,User Supplied,User Supplied,User Supplied
